loan_id,due_date,amount_due,amount_paid,payment_date
LN1053,2024-05-25,6449,0,
LN1053,2024-06-24,2437,2437,2024-06-25
LN1053,2024-07-24,3843,3843,2024-07-25
LN1053,2024-08-23,3646,3646,2024-08-28
LN1053,2024-09-22,2560,0,
LN1053,2024-10-22,4370,4370,2024-10-22
LN1053,2024-11-21,2552,2552,2024-11-26
LN1054,2023-01-01,2794,0,
LN1054,2023-01-31,3685,3685,2023-02-01
LN1054,2023-03-02,7406,0,
LN1054,2023-04-01,7584,0,
LN1054,2023-05-01,2993,2993,2023-05-06
LN1054,2023-05-31,4790,4790,2023-06-01
LN1054,2023-06-30,6892,6892,2023-07-05
LN1054,2023-07-30,5025,5025,2023-08-04
LN1054,2023-08-29,5986,5986,2023-09-03
LN1054,2023-09-28,3448,3448,2023-10-03
LN1054,2023-10-28,2630,2630,2023-11-02
LN1054,2023-11-27,6523,6523,2023-11-27
LN1055,2023-01-01,2628,0,
LN1055,2023-01-31,1863,1863,2023-02-05
LN1055,2023-03-02,4012,0,
LN1055,2023-04-01,3792,3792,2023-04-02
LN1055,2023-05-01,3244,3244,2023-05-01
LN1055,2023-05-31,6035,6035,2023-06-05
LN1055,2023-06-30,5643,0,
LN1055,2023-07-30,6248,0,
LN1055,2023-08-29,2024,2024,2023-08-29
LN1055,2023-09-28,6340,6340,2023-10-03
LN1055,2023-10-28,1676,0,
LN1055,2023-11-27,2456,0,
LN1056,2023-01-01,1514,0,
LN1056,2023-01-31,6366,0,
LN1056,2023-03-02,5985,0,
LN1056,2023-04-01,3724,3724,2023-04-06
LN1056,2023-05-01,2768,2768,2023-05-01
LN1056,2023-05-31,2204,0,
LN1056,2023-06-30,6040,6040,2023-06-30
LN1056,2023-07-30,5508,0,
LN1056,2023-08-29,3057,0,
LN1056,2023-09-28,7611,0,
LN1056,2023-10-28,1702,1702,2023-10-29
LN1056,2023-11-27,6393,6393,2023-11-28
LN1057,2023-01-01,2240,0,
LN1057,2023-01-31,2742,0,
LN1057,2023-03-02,5257,5257,2023-03-02
LN1057,2023-04-01,5514,5514,2023-04-01
LN1057,2023-05-01,4730,4730,2023-05-01
LN1057,2023-05-31,7948,0,
LN1057,2023-06-30,6363,6363,2023-07-01
LN1057,2023-07-30,4152,0,
LN1057,2023-08-29,2896,2896,2023-08-29
LN1057,2023-09-28,7869,7869,2023-09-28
LN1057,2023-10-28,1833,0,
LN1057,2023-11-27,3950,0,
LN1057,2023-12-27,1769,0,
LN1057,2024-01-26,5455,5455,2024-01-31
LN1057,2024-02-25,3681,0,
LN1057,2024-03-26,3264,0,
LN1057,2024-04-25,7121,7121,2024-04-25
LN1057,2024-05-25,3456,3456,2024-05-30
LN1057,2024-06-24,7353,0,
LN1057,2024-07-24,4972,0,
LN1057,2024-08-23,3083,0,
LN1057,2024-09-22,4687,4687,2024-09-27
LN1057,2024-10-22,5120,0,
LN1057,2024-11-21,1800,1800,2024-11-21
LN1058,2023-01-01,3962,3962,2023-01-02
LN1058,2023-01-31,4805,0,
LN1058,2023-03-02,6561,0,
LN1058,2023-04-01,3889,0,
LN1058,2023-05-01,2614,2614,2023-05-06
LN1058,2023-05-31,5430,5430,2023-06-01
LN1058,2023-06-30,3336,3336,2023-06-30
LN1058,2023-07-30,4050,0,
LN1058,2023-08-29,2963,2963,2023-08-29
LN1058,2023-09-28,3239,3239,2023-10-03
LN1058,2023-10-28,4884,0,
LN1058,2023-11-27,7041,7041,2023-11-28
LN1059,2023-01-01,3377,0,
LN1059,2023-01-31,6805,6805,2023-02-05
LN1059,2023-03-02,3704,3704,2023-03-07
LN1059,2023-04-01,4322,4322,2023-04-01
LN1059,2023-05-01,4554,4554,2023-05-01
LN1059,2023-05-31,4005,0,
LN1059,2023-06-30,5249,5249,2023-07-05
LN1059,2023-07-30,6102,6102,2023-07-30
LN1059,2023-08-29,7809,0,
LN1059,2023-09-28,7605,7605,2023-10-03
LN1059,2023-10-28,6235,0,
LN1059,2023-11-27,3333,3333,2023-11-28
LN1059,2023-12-27,6039,6039,2024-01-01
LN1059,2024-01-26,5576,0,
LN1059,2024-02-25,5747,5747,2024-02-26
LN1059,2024-03-26,3107,0,
LN1059,2024-04-25,5693,5693,2024-04-25
LN1059,2024-05-25,3325,3325,2024-05-25
LN1059,2024-06-24,4088,0,
LN1059,2024-07-24,7553,0,
LN1059,2024-08-23,6530,0,
LN1059,2024-09-22,2202,0,
LN1059,2024-10-22,4909,4909,2024-10-22
LN1059,2024-11-21,4183,0,
LN1059,2024-12-21,6023,6023,2024-12-21
LN1059,2025-01-20,4632,0,
LN1059,2025-02-19,7501,7501,2025-02-24
LN1059,2025-03-21,4444,0,
LN1059,2025-04-20,5131,5131,2025-04-20
LN1059,2025-05-20,5203,5203,2025-05-21
LN1059,2025-06-19,6557,6557,2025-06-19
LN1059,2025-07-19,3618,3618,2025-07-20
LN1059,2025-08-18,7370,7370,2025-08-18
LN1059,2025-09-17,3663,0,
LN1059,2025-10-17,5808,5808,2025-10-17
LN1059,2025-11-16,6138,6138,2025-11-16
LN1060,2023-01-01,4385,4385,2023-01-02
LN1060,2023-01-31,6834,6834,2023-02-01
LN1060,2023-03-02,2519,2519,2023-03-03
LN1060,2023-04-01,1536,1536,2023-04-02
LN1060,2023-05-01,4828,0,
LN1060,2023-05-31,1557,0,
LN1060,2023-06-30,5869,5869,2023-07-05
LN1060,2023-07-30,2853,2853,2023-07-30
LN1060,2023-08-29,2418,2418,2023-09-03
LN1060,2023-09-28,5605,0,
LN1060,2023-10-28,7537,7537,2023-11-02
LN1060,2023-11-27,3366,3366,2023-11-27
LN1061,2023-01-01,4796,0,
LN1061,2023-01-31,4961,4961,2023-01-31
LN1061,2023-03-02,4185,4185,2023-03-07
LN1061,2023-04-01,6557,6557,2023-04-02
LN1061,2023-05-01,2780,2780,2023-05-02
LN1061,2023-05-31,3288,0,
LN1061,2023-06-30,5848,0,
LN1061,2023-07-30,6103,6103,2023-07-30
LN1061,2023-08-29,7415,0,
LN1061,2023-09-28,3525,3525,2023-09-29
LN1061,2023-10-28,2674,0,
LN1061,2023-11-27,5891,5891,2023-12-02
LN1062,2023-01-01,2876,2876,2023-01-01
LN1062,2023-01-31,5693,0,
LN1062,2023-03-02,6914,6914,2023-03-03
LN1062,2023-04-01,5270,0,
LN1062,2023-05-01,4548,0,
LN1062,2023-05-31,2527,2527,2023-06-01
LN1062,2023-06-30,5463,5463,2023-07-05
LN1062,2023-07-30,4941,0,
LN1062,2023-08-29,4330,4330,2023-09-03
LN1062,2023-09-28,7275,0,
LN1062,2023-10-28,4790,4790,2023-11-02
LN1062,2023-11-27,6935,6935,2023-12-02
LN1062,2023-12-27,7125,7125,2024-01-01
LN1062,2024-01-26,5024,5024,2024-01-31
LN1062,2024-02-25,4378,4378,2024-03-01
LN1062,2024-03-26,5886,0,
LN1062,2024-04-25,6657,6657,2024-04-30
LN1062,2024-05-25,7412,7412,2024-05-25
LN1062,2024-06-24,6826,0,
LN1062,2024-07-24,5628,5628,2024-07-25
LN1062,2024-08-23,3484,3484,2024-08-24
LN1062,2024-09-22,3996,3996,2024-09-27
LN1062,2024-10-22,1895,1895,2024-10-22
LN1062,2024-11-21,6129,0,
LN1062,2024-12-21,6593,0,
LN1062,2025-01-20,4258,0,
LN1062,2025-02-19,7205,0,
LN1062,2025-03-21,7161,7161,2025-03-22
LN1062,2025-04-20,6313,0,
LN1062,2025-05-20,5932,5932,2025-05-20
LN1062,2025-06-19,7882,7882,2025-06-24
LN1062,2025-07-19,6125,0,
LN1062,2025-08-18,6435,6435,2025-08-18
LN1062,2025-09-17,3109,0,
LN1062,2025-10-17,4715,0,
LN1062,2025-11-16,2478,2478,2025-11-16
LN1063,2023-01-01,4820,4820,2023-01-02
LN1063,2023-01-31,5850,5850,2023-01-31
LN1063,2023-03-02,4672,4672,2023-03-03
LN1063,2023-04-01,5762,5762,2023-04-01
LN1063,2023-05-01,2374,2374,2023-05-02
LN1063,2023-05-31,1538,1538,2023-06-05
LN1063,2023-06-30,1864,1864,2023-07-05
LN1063,2023-07-30,1932,1932,2023-07-30
LN1063,2023-08-29,3345,3345,2023-08-30
LN1063,2023-09-28,2606,0,
LN1063,2023-10-28,5409,0,
LN1063,2023-11-27,3441,0,
LN1063,2023-12-27,6329,6329,2023-12-27
LN1063,2024-01-26,1731,1731,2024-01-27
LN1063,2024-02-25,1931,1931,2024-02-25
LN1063,2024-03-26,2456,2456,2024-03-27
LN1063,2024-04-25,3595,0,
LN1063,2024-05-25,2706,2706,2024-05-25
LN1063,2024-06-24,2636,0,
LN1063,2024-07-24,5673,0,
LN1063,2024-08-23,7407,7407,2024-08-23
LN1063,2024-09-22,4513,0,
LN1063,2024-10-22,6472,6472,2024-10-23
LN1063,2024-11-21,2528,2528,2024-11-21
LN1064,2023-01-01,7685,0,
LN1064,2023-01-31,2049,0,
LN1064,2023-03-02,3907,3907,2023-03-07
LN1064,2023-04-01,5643,5643,2023-04-01
LN1064,2023-05-01,3750,3750,2023-05-02
LN1064,2023-05-31,6757,6757,2023-06-05
LN1064,2023-06-30,6810,6810,2023-07-01
LN1064,2023-07-30,3573,3573,2023-07-30
LN1064,2023-08-29,4811,0,
LN1064,2023-09-28,4609,0,
LN1064,2023-10-28,4769,0,
LN1064,2023-11-27,5304,5304,2023-12-02
LN1065,2023-01-01,2605,0,
LN1065,2023-01-31,2571,0,
LN1065,2023-03-02,7377,7377,2023-03-07
LN1065,2023-04-01,6189,6189,2023-04-06
LN1065,2023-05-01,5307,5307,2023-05-02
LN1065,2023-05-31,3093,3093,2023-06-01
LN1065,2023-06-30,1901,0,
LN1065,2023-07-30,6777,6777,2023-07-30
LN1065,2023-08-29,3063,3063,2023-08-30
LN1065,2023-09-28,2034,2034,2023-09-29
LN1065,2023-10-28,3075,3075,2023-10-28
LN1065,2023-11-27,5954,0,
LN1065,2023-12-27,7943,0,
LN1065,2024-01-26,5756,5756,2024-01-27
LN1065,2024-02-25,7218,7218,2024-02-25
LN1065,2024-03-26,5394,5394,2024-03-27
LN1065,2024-04-25,6743,0,
LN1065,2024-05-25,3786,3786,2024-05-26
LN1065,2024-06-24,6032,6032,2024-06-24
LN1065,2024-07-24,7774,7774,2024-07-24
LN1065,2024-08-23,2611,2611,2024-08-23
LN1065,2024-09-22,3251,3251,2024-09-22
LN1065,2024-10-22,4587,0,
LN1065,2024-11-21,1982,1982,2024-11-22
LN1065,2024-12-21,7002,7002,2024-12-22
LN1065,2025-01-20,3729,0,
LN1065,2025-02-19,2737,2737,2025-02-20
LN1065,2025-03-21,3219,0,
LN1065,2025-04-20,5375,5375,2025-04-20
LN1065,2025-05-20,1693,0,
LN1065,2025-06-19,7892,7892,2025-06-24
LN1065,2025-07-19,3118,3118,2025-07-24
LN1065,2025-08-18,6322,6322,2025-08-19
LN1065,2025-09-17,5902,0,
LN1065,2025-10-17,1581,1581,2025-10-17
LN1065,2025-11-16,4036,0,
LN1066,2023-01-01,6819,0,
LN1066,2023-01-31,5724,5724,2023-02-01
LN1066,2023-03-02,2741,2741,2023-03-03
LN1066,2023-04-01,6386,0,
LN1066,2023-05-01,5540,5540,2023-05-01
LN1066,2023-05-31,3118,3118,2023-05-31
LN1066,2023-06-30,3455,3455,2023-06-30
LN1066,2023-07-30,7343,0,
LN1066,2023-08-29,7546,7546,2023-09-03
LN1066,2023-09-28,5943,5943,2023-09-29
LN1066,2023-10-28,4843,4843,2023-10-29
LN1066,2023-11-27,7105,0,
LN1067,2023-01-01,6329,6329,2023-01-02
LN1067,2023-01-31,5893,0,
LN1067,2023-03-02,7852,7852,2023-03-07
LN1067,2023-04-01,7118,7118,2023-04-01
LN1067,2023-05-01,2538,0,
LN1067,2023-05-31,3880,0,
LN1067,2023-06-30,2390,0,
LN1067,2023-07-30,7433,7433,2023-07-30
LN1067,2023-08-29,3282,3282,2023-08-29
LN1067,2023-09-28,7624,7624,2023-09-29
LN1067,2023-10-28,5672,5672,2023-10-28
LN1067,2023-11-27,6208,6208,2023-11-27
LN1067,2023-12-27,5542,5542,2023-12-27
LN1067,2024-01-26,7893,0,
LN1067,2024-02-25,3908,3908,2024-02-25
LN1067,2024-03-26,1666,0,
LN1067,2024-04-25,6371,0,
LN1067,2024-05-25,4397,4397,2024-05-25
LN1067,2024-06-24,7329,7329,2024-06-24
LN1067,2024-07-24,5809,5809,2024-07-29
LN1067,2024-08-23,7095,7095,2024-08-23
LN1067,2024-09-22,6996,6996,2024-09-23
LN1067,2024-10-22,3963,0,
LN1067,2024-11-21,4821,4821,2024-11-21
LN1068,2023-01-01,7747,7747,2023-01-02
LN1068,2023-01-31,5823,5823,2023-02-05
LN1068,2023-03-02,1742,1742,2023-03-03
LN1068,2023-04-01,6426,6426,2023-04-06
LN1068,2023-05-01,3037,0,
LN1068,2023-05-31,7504,7504,2023-06-05
LN1068,2023-06-30,4014,0,
LN1068,2023-07-30,7466,0,
LN1068,2023-08-29,5834,0,
LN1068,2023-09-28,5334,5334,2023-10-03
LN1068,2023-10-28,3202,0,
LN1068,2023-11-27,1981,0,
LN1068,2023-12-27,6352,0,
LN1068,2024-01-26,3614,3614,2024-01-27
LN1068,2024-02-25,5562,5562,2024-02-26
LN1068,2024-03-26,4254,4254,2024-03-26
LN1068,2024-04-25,6018,6018,2024-04-30
LN1068,2024-05-25,5486,5486,2024-05-30
LN1068,2024-06-24,5050,0,
LN1068,2024-07-24,7114,0,
LN1068,2024-08-23,7105,7105,2024-08-28
LN1068,2024-09-22,2882,2882,2024-09-27
LN1068,2024-10-22,4227,4227,2024-10-27
LN1068,2024-11-21,2681,2681,2024-11-26
LN1069,2023-01-01,6871,6871,2023-01-02
LN1069,2023-01-31,6871,0,
LN1069,2023-03-02,7748,0,
LN1069,2023-04-01,5185,5185,2023-04-06
LN1069,2023-05-01,6832,0,
LN1069,2023-05-31,6514,6514,2023-06-05
LN1069,2023-06-30,6715,0,
LN1069,2023-07-30,7725,7725,2023-07-31
LN1069,2023-08-29,5166,0,
LN1069,2023-09-28,1834,0,
LN1069,2023-10-28,5980,0,
LN1069,2023-11-27,7900,0,
LN1069,2023-12-27,5118,0,
LN1069,2024-01-26,5320,0,
LN1069,2024-02-25,3347,3347,2024-02-26
LN1069,2024-03-26,2161,2161,2024-03-26
LN1069,2024-04-25,1848,0,
LN1069,2024-05-25,6053,6053,2024-05-30
LN1069,2024-06-24,2167,2167,2024-06-29
LN1069,2024-07-24,2390,0,
LN1069,2024-08-23,4614,4614,2024-08-24
LN1069,2024-09-22,3930,0,
LN1069,2024-10-22,4113,4113,2024-10-23
LN1069,2024-11-21,2662,2662,2024-11-26
LN1069,2024-12-21,5666,0,
LN1069,2025-01-20,4190,4190,2025-01-25
LN1069,2025-02-19,2403,0,
LN1069,2025-03-21,5295,0,
LN1069,2025-04-20,5081,5081,2025-04-25
LN1069,2025-05-20,2122,2122,2025-05-25
LN1069,2025-06-19,4226,0,
LN1069,2025-07-19,4677,0,
LN1069,2025-08-18,6183,6183,2025-08-19
LN1069,2025-09-17,5388,5388,2025-09-17
LN1069,2025-10-17,3062,0,
LN1069,2025-11-16,2779,0,
LN1070,2023-01-01,3276,0,
LN1070,2023-01-31,4822,4822,2023-02-05
LN1070,2023-03-02,2613,2613,2023-03-07
LN1070,2023-04-01,2222,2222,2023-04-02
LN1070,2023-05-01,4152,0,
LN1070,2023-05-31,5602,0,
LN1070,2023-06-30,7698,7698,2023-06-30
LN1070,2023-07-30,4532,4532,2023-07-31
LN1070,2023-08-29,3087,0,
LN1070,2023-09-28,1594,1594,2023-09-29
LN1070,2023-10-28,5828,0,
LN1070,2023-11-27,2449,2449,2023-12-02
LN1070,2023-12-27,7639,0,
LN1070,2024-01-26,4980,0,
LN1070,2024-02-25,3240,0,
LN1070,2024-03-26,5580,5580,2024-03-26
LN1070,2024-04-25,3931,3931,2024-04-30
LN1070,2024-05-25,5880,0,
LN1070,2024-06-24,7214,7214,2024-06-24
LN1070,2024-07-24,2741,2741,2024-07-29
LN1070,2024-08-23,5001,0,
LN1070,2024-09-22,7114,0,
LN1070,2024-10-22,7018,7018,2024-10-22
LN1070,2024-11-21,3949,0,
LN1070,2024-12-21,6004,6004,2024-12-26
LN1070,2025-01-20,7475,0,
LN1070,2025-02-19,7280,7280,2025-02-24
LN1070,2025-03-21,7173,7173,2025-03-21
LN1070,2025-04-20,2403,2403,2025-04-25
LN1070,2025-05-20,6120,6120,2025-05-20
LN1070,2025-06-19,6373,6373,2025-06-19
LN1070,2025-07-19,4991,4991,2025-07-24
LN1070,2025-08-18,3823,3823,2025-08-23
LN1070,2025-09-17,5396,5396,2025-09-17
LN1070,2025-10-17,4448,4448,2025-10-18
LN1070,2025-11-16,7621,7621,2025-11-17
LN1071,2023-01-01,6500,6500,2023-01-01
LN1071,2023-01-31,7181,0,
LN1071,2023-03-02,6051,6051,2023-03-02
LN1071,2023-04-01,6362,0,
LN1071,2023-05-01,5902,5902,2023-05-06
LN1071,2023-05-31,1509,0,
LN1071,2023-06-30,6888,0,
LN1071,2023-07-30,7419,0,
LN1071,2023-08-29,5809,5809,2023-08-30
LN1071,2023-09-28,5438,0,
LN1071,2023-10-28,1953,1953,2023-11-02
LN1071,2023-11-27,3158,0,
LN1071,2023-12-27,3542,0,
LN1071,2024-01-26,3636,0,
LN1071,2024-02-25,3112,3112,2024-03-01
LN1071,2024-03-26,6811,6811,2024-03-26
LN1071,2024-04-25,7993,0,
LN1071,2024-05-25,2571,2571,2024-05-25
LN1071,2024-06-24,1943,1943,2024-06-25
LN1071,2024-07-24,3574,3574,2024-07-24
LN1071,2024-08-23,5774,5774,2024-08-23
LN1071,2024-09-22,1886,1886,2024-09-27
LN1071,2024-10-22,5858,0,
LN1071,2024-11-21,7370,7370,2024-11-21
LN1072,2023-01-01,2048,0,
LN1072,2023-01-31,4624,4624,2023-02-05
LN1072,2023-03-02,7006,7006,2023-03-03
LN1072,2023-04-01,4988,4988,2023-04-02
LN1072,2023-05-01,2098,2098,2023-05-06
LN1072,2023-05-31,5436,5436,2023-06-05
LN1072,2023-06-30,5937,0,
LN1072,2023-07-30,4872,4872,2023-07-31
LN1072,2023-08-29,4690,4690,2023-08-30
LN1072,2023-09-28,3218,3218,2023-09-28
LN1072,2023-10-28,7182,0,
LN1072,2023-11-27,2688,2688,2023-11-27
LN1073,2023-01-01,6242,6242,2023-01-01
LN1073,2023-01-31,7942,0,
LN1073,2023-03-02,6260,6260,2023-03-02
LN1073,2023-04-01,5762,5762,2023-04-06
LN1073,2023-05-01,2100,2100,2023-05-01
LN1073,2023-05-31,2504,2504,2023-05-31
LN1073,2023-06-30,1905,0,
LN1073,2023-07-30,5740,5740,2023-07-30
LN1073,2023-08-29,4465,4465,2023-08-30
LN1073,2023-09-28,3887,3887,2023-09-28
LN1073,2023-10-28,4134,4134,2023-11-02
LN1073,2023-11-27,2070,2070,2023-11-28
LN1073,2023-12-27,4634,4634,2023-12-28
LN1073,2024-01-26,5043,5043,2024-01-27
LN1073,2024-02-25,1892,1892,2024-02-25
LN1073,2024-03-26,1751,1751,2024-03-31
LN1073,2024-04-25,3787,3787,2024-04-26
LN1073,2024-05-25,6444,6444,2024-05-26
LN1073,2024-06-24,5606,5606,2024-06-24
LN1073,2024-07-24,4990,4990,2024-07-24
LN1073,2024-08-23,3951,3951,2024-08-28
LN1073,2024-09-22,4694,0,
LN1073,2024-10-22,1513,0,
LN1073,2024-11-21,4119,4119,2024-11-22
LN1073,2024-12-21,5144,0,
LN1073,2025-01-20,4640,0,
LN1073,2025-02-19,1926,1926,2025-02-19
LN1073,2025-03-21,3772,3772,2025-03-26
LN1073,2025-04-20,5119,5119,2025-04-25
LN1073,2025-05-20,2452,0,
LN1073,2025-06-19,6313,6313,2025-06-20
LN1073,2025-07-19,7210,7210,2025-07-19
LN1073,2025-08-18,6956,6956,2025-08-23
LN1073,2025-09-17,2282,2282,2025-09-22
LN1073,2025-10-17,1994,1994,2025-10-18
LN1073,2025-11-16,6825,6825,2025-11-21
LN1074,2023-01-01,6782,6782,2023-01-06
LN1074,2023-01-31,1756,1756,2023-01-31
LN1074,2023-03-02,6606,6606,2023-03-07
LN1074,2023-04-01,7375,7375,2023-04-06
LN1074,2023-05-01,6492,6492,2023-05-02
LN1074,2023-05-31,5763,0,
LN1074,2023-06-30,4753,0,
LN1074,2023-07-30,3773,3773,2023-07-31
LN1074,2023-08-29,2008,0,
LN1074,2023-09-28,1988,1988,2023-09-29
LN1074,2023-10-28,4817,4817,2023-10-28
LN1074,2023-11-27,7949,7949,2023-11-28
LN1074,2023-12-27,7491,7491,2023-12-27
LN1074,2024-01-26,3878,0,
LN1074,2024-02-25,4787,0,
LN1074,2024-03-26,1747,1747,2024-03-27
LN1074,2024-04-25,5812,5812,2024-04-26
LN1074,2024-05-25,4689,4689,2024-05-30
LN1074,2024-06-24,6992,6992,2024-06-25
LN1074,2024-07-24,6549,6549,2024-07-24
LN1074,2024-08-23,5343,5343,2024-08-23
LN1074,2024-09-22,3801,0,
LN1074,2024-10-22,7370,7370,2024-10-23
LN1074,2024-11-21,7183,7183,2024-11-26
LN1074,2024-12-21,4605,4605,2024-12-22
LN1074,2025-01-20,5694,0,
LN1074,2025-02-19,6322,0,
LN1074,2025-03-21,2865,0,
LN1074,2025-04-20,7882,7882,2025-04-25
LN1074,2025-05-20,4362,4362,2025-05-21
LN1074,2025-06-19,3971,3971,2025-06-19
LN1074,2025-07-19,3662,3662,2025-07-20
LN1074,2025-08-18,6895,6895,2025-08-23
LN1074,2025-09-17,5740,5740,2025-09-22
LN1074,2025-10-17,5206,5206,2025-10-17
LN1074,2025-11-16,2878,2878,2025-11-21
LN1075,2023-01-01,4553,0,
LN1075,2023-01-31,3321,0,
LN1075,2023-03-02,2517,2517,2023-03-03
LN1075,2023-04-01,1528,0,
LN1075,2023-05-01,3231,3231,2023-05-01
LN1075,2023-05-31,3971,3971,2023-06-01
LN1075,2023-06-30,4025,4025,2023-06-30
LN1075,2023-07-30,4760,4760,2023-07-31
LN1075,2023-08-29,7407,7407,2023-08-29
LN1075,2023-09-28,4771,4771,2023-09-29
LN1075,2023-10-28,3129,0,
LN1075,2023-11-27,2324,2324,2023-11-27
LN1075,2023-12-27,4909,4909,2023-12-27
LN1075,2024-01-26,5974,0,
LN1075,2024-02-25,1873,0,
LN1075,2024-03-26,4228,0,
LN1075,2024-04-25,3676,0,
LN1075,2024-05-25,7156,0,
LN1075,2024-06-24,6512,0,
LN1075,2024-07-24,3022,3022,2024-07-29
LN1075,2024-08-23,7871,7871,2024-08-23
LN1075,2024-09-22,7688,0,
LN1075,2024-10-22,2384,2384,2024-10-27
LN1075,2024-11-21,3341,3341,2024-11-21
LN1076,2023-01-01,5514,0,
LN1076,2023-01-31,3605,0,
LN1076,2023-03-02,3809,3809,2023-03-03
LN1076,2023-04-01,6846,6846,2023-04-01
LN1076,2023-05-01,6537,0,
LN1076,2023-05-31,1686,0,
LN1076,2023-06-30,1760,1760,2023-06-30
LN1076,2023-07-30,7178,7178,2023-08-04
LN1076,2023-08-29,6570,0,
LN1076,2023-09-28,2904,0,
LN1076,2023-10-28,2967,0,
LN1076,2023-11-27,1615,1615,2023-12-02
LN1076,2023-12-27,4940,0,
LN1076,2024-01-26,7484,0,
LN1076,2024-02-25,2745,2745,2024-02-25
LN1076,2024-03-26,3125,0,
LN1076,2024-04-25,6776,0,
LN1076,2024-05-25,2169,0,
LN1076,2024-06-24,2297,0,
LN1076,2024-07-24,2430,0,
LN1076,2024-08-23,2186,0,
LN1076,2024-09-22,6924,6924,2024-09-22
LN1076,2024-10-22,7124,7124,2024-10-27
LN1076,2024-11-21,1827,1827,2024-11-22
LN1077,2023-01-01,3718,3718,2023-01-06
LN1077,2023-01-31,3161,0,
LN1077,2023-03-02,3702,0,
LN1077,2023-04-01,3678,0,
LN1077,2023-05-01,3060,3060,2023-05-02
LN1077,2023-05-31,7772,0,
LN1077,2023-06-30,5584,5584,2023-07-05
LN1077,2023-07-30,3433,0,
LN1077,2023-08-29,2069,2069,2023-08-30
LN1077,2023-09-28,1636,1636,2023-10-03
LN1077,2023-10-28,4019,0,
LN1077,2023-11-27,7942,7942,2023-11-28
LN1077,2023-12-27,1715,1715,2023-12-27
LN1077,2024-01-26,5092,5092,2024-01-31
LN1077,2024-02-25,5649,5649,2024-02-26
LN1077,2024-03-26,1606,0,
LN1077,2024-04-25,3331,3331,2024-04-26
LN1077,2024-05-25,5543,5543,2024-05-30
LN1077,2024-06-24,3652,3652,2024-06-24
LN1077,2024-07-24,2832,0,
LN1077,2024-08-23,3028,0,
LN1077,2024-09-22,5857,0,
LN1077,2024-10-22,7670,7670,2024-10-27
LN1077,2024-11-21,5990,5990,2024-11-26
LN1078,2023-01-01,2821,2821,2023-01-01
LN1078,2023-01-31,2289,0,
LN1078,2023-03-02,3111,0,
LN1078,2023-04-01,6036,0,
LN1078,2023-05-01,7909,7909,2023-05-06
LN1078,2023-05-31,2785,0,
LN1078,2023-06-30,3636,3636,2023-07-05
LN1078,2023-07-30,6858,0,
LN1078,2023-08-29,4565,4565,2023-08-29
LN1078,2023-09-28,4455,0,
LN1078,2023-10-28,2454,0,
LN1078,2023-11-27,6109,6109,2023-11-28
LN1078,2023-12-27,4068,4068,2024-01-01
LN1078,2024-01-26,1828,1828,2024-01-31
LN1078,2024-02-25,4843,4843,2024-03-01
LN1078,2024-03-26,5400,5400,2024-03-31
LN1078,2024-04-25,5037,0,
LN1078,2024-05-25,5840,5840,2024-05-25
LN1078,2024-06-24,6834,6834,2024-06-25
LN1078,2024-07-24,5460,5460,2024-07-25
LN1078,2024-08-23,2378,2378,2024-08-23
LN1078,2024-09-22,4068,0,
LN1078,2024-10-22,1790,1790,2024-10-23
LN1078,2024-11-21,5630,5630,2024-11-26
LN1078,2024-12-21,1845,1845,2024-12-22
LN1078,2025-01-20,5976,5976,2025-01-25
LN1078,2025-02-19,4517,4517,2025-02-19
LN1078,2025-03-21,3756,0,
LN1078,2025-04-20,5111,0,
LN1078,2025-05-20,5048,5048,2025-05-25
LN1078,2025-06-19,1604,0,
LN1078,2025-07-19,1569,1569,2025-07-24
LN1078,2025-08-18,2990,0,
LN1078,2025-09-17,5572,0,
LN1078,2025-10-17,7666,7666,2025-10-18
LN1078,2025-11-16,7477,7477,2025-11-16
LN1079,2023-01-01,5554,5554,2023-01-02
LN1079,2023-01-31,7858,7858,2023-02-01
LN1079,2023-03-02,4824,4824,2023-03-07
LN1079,2023-04-01,6862,0,
LN1079,2023-05-01,4448,4448,2023-05-06
LN1079,2023-05-31,7825,7825,2023-06-01
LN1079,2023-06-30,3540,3540,2023-06-30
LN1079,2023-07-30,7297,7297,2023-08-04
LN1079,2023-08-29,4620,0,
LN1079,2023-09-28,2239,2239,2023-09-29
LN1079,2023-10-28,3463,0,
LN1079,2023-11-27,4918,0,
LN1080,2023-01-01,3170,3170,2023-01-06
LN1080,2023-01-31,2314,2314,2023-02-05
LN1080,2023-03-02,7514,0,
LN1080,2023-04-01,3482,3482,2023-04-01
LN1080,2023-05-01,6544,6544,2023-05-02
LN1080,2023-05-31,3706,3706,2023-06-01
LN1080,2023-06-30,3448,3448,2023-06-30
LN1080,2023-07-30,7730,0,
LN1080,2023-08-29,4311,4311,2023-08-30
LN1080,2023-09-28,6308,0,
LN1080,2023-10-28,3877,3877,2023-10-28
LN1080,2023-11-27,2013,0,
LN1080,2023-12-27,4900,4900,2023-12-27
LN1080,2024-01-26,6813,0,
LN1080,2024-02-25,6293,6293,2024-03-01
LN1080,2024-03-26,7956,0,
LN1080,2024-04-25,6973,6973,2024-04-30
LN1080,2024-05-25,6023,0,
LN1080,2024-06-24,4429,0,
LN1080,2024-07-24,3699,0,
